Period	Reward
214093	-88
214094	-100
214095	-96
214096	-96
214097	-96
214098	-100
214099	-81
214100	-140
214101	-92
214102	-91
214103	-83
214104	-100
214105	-108
214106	-88
214107	-80
214108	-92
214109	-103
214110	-92
214111	-79
214112	-89
214113	-90
214114	-88
214115	-96
214116	-110
214117	-108
214118	-92
214119	-92
214120	-84
214121	-102
214122	-80
214123	-102
214124	-100
214125	-84
214126	-104
214127	-88
214128	-93
214129	-81
214130	-108
214131	-110
214132	-104
214133	-102
214134	-100
214135	-92
214136	-108
214137	-80
214138	-80
214139	-103
214140	-108
214141	-100
214142	-80
214143	-84
214144	-99
214145	-84
214146	-96
214147	-92
214148	-112
214149	-88
214150	-104
214151	-104
214152	-88
214153	-112
214154	-104
214155	-92
214156	-84
214157	-76
214158	-93
214159	-88
214160	-84
214161	-100
214162	-96
214163	-89
214164	-92
214165	-68
214166	-80
214167	-84
214168	-85
214169	-112
214170	-84
214171	-88
214172	-84
214173	-97
214174	-88
214175	-100
214176	-83
214177	-107
214178	-96
214179	-93
214180	-88
214181	-99
214182	-99
214183	-156
214184	-100
214185	-89
214186	-96
214187	-92
214188	-100
214189	-87
214190	-96
214191	-96
214192	-89
214193	-88
214194	-104
214195	-108
214196	-95
214197	-91
214198	-84
214199	-116
214200	-238
214201	-246
214202	-149
214203	-100
214204	-96
214205	-189
214206	-158
214207	-83
214208	-102
214209	-188
214210	-101
214211	-90
214212	-114
214213	-85
214214	-92
214215	-84
214216	-124
214217	-104
214218	-96
214219	-92
214220	-100
214221	-87
214222	-104
214223	-84
214224	-96
214225	-88
214226	-90
214227	-109
214228	-100
214229	-88
214230	-108
214231	-88
214232	-76
214233	-100
214234	-104
214235	-105
214236	-96
214237	-76
214238	-104
214239	-92
214240	-84
214241	-87
214242	-97
214243	-92
214244	-142
214245	-234
214246	-100
214247	-100
214248	-84
214249	-92
214250	-91
214251	-149
214252	-105
214253	-101
214254	-107
214255	-112
214256	-92
214257	-100
214258	-88
214259	-100
214260	-100
214261	-80
214262	-80
214263	-88
214264	-92
214265	-76
214266	-100
214267	-84
214268	-147
214269	-106
214270	-129
214271	-76
214272	-108
214273	-88
214274	-108
214275	-100
214276	-86
214277	-160
214278	-100
214279	-84
214280	-72
214281	-92
214282	-88
214283	-88
214284	-89
214285	-118
214286	-96
214287	-120
214288	-104
214289	-98
214290	-84
214291	-104
214292	-88
214293	-85
214294	-111
214295	-153
214296	-95
214297	-85
214298	-139
214299	-153
214300	-112
214301	-88
214302	-104
214303	-107
214304	-92
214305	-91
214306	-112
214307	-108
214308	-80
214309	-96
214310	-104
214311	-100
214312	-96
214313	-84
214314	-94
214315	-126
214316	-125
214317	-100
214318	-92
214319	-84
214320	-84
214321	-100
214322	-96
214323	-84
214324	-96
214325	-104
214326	-95
214327	-89
214328	-92
214329	-89
214330	-122
214331	-114
214332	-80
214333	-113
214334	-137
214335	-108
214336	-88
214337	-96
214338	-97
214339	-96
214340	-96
214341	-92
214342	-88
214343	-97
214344	-84
214345	-98
214346	-101
214347	-106
214348	-80
214349	-92
214350	-92
214351	-102
214352	-94
214353	-108
214354	-100
214355	-104
214356	-96
214357	-88
214358	-100
214359	-88
214360	-84
214361	-114
214362	-92
214363	-81
214364	-89
214365	-123
214366	-124
214367	-109
214368	-84
214369	-76
214370	-82
214371	-112
214372	-88
214373	-100
214374	-105
214375	-84
214376	-146
214377	-199
214378	-182
214379	-113
214380	-76
214381	-64
214382	-87
214383	-137
214384	-80
214385	-116
214386	-96
214387	-88
214388	-88
214389	-84
214390	-96
214391	-103
214392	-77
214393	-86
214394	-167
214395	-121
214396	-152
214397	-145
214398	-94
214399	-94
214400	-84
214401	-92
214402	-88
214403	-84
214404	-92
214405	-100
214406	-81
214407	-122
214408	-175
214409	-208
214410	-184
214411	-106
214412	-83
214413	-97
214414	-80
214415	-151
214416	-96
214417	-226
214418	-177
214419	-157
214420	-138
214421	-88
214422	-96
214423	-80
214424	-104
214425	-88
214426	-88
214427	-95
214428	-92
214429	-80
214430	-105
214431	-92
214432	-92
214433	-92
214434	-84
214435	-88
214436	-84
214437	-104
214438	-108
214439	-96
214440	-92
214441	-77
214442	-91
214443	-100
214444	-90
214445	-123
214446	-136
214447	-156
214448	-84
214449	-100
214450	-80
214451	-92
214452	-85
214453	-92
214454	-97
214455	-105
214456	-84
214457	-92
214458	-96
214459	-96
214460	-84
214461	-104
214462	-83
214463	-100
214464	-90
214465	-97
214466	-93
214467	-100
214468	-125
214469	-104
214470	-168
214471	-92
214472	-92
214473	-96
214474	-88
214475	-80
214476	-68
214477	-80
214478	-89
214479	-109
214480	-78
214481	-104
214482	-88
214483	-104
214484	-92
214485	-97
214486	-117
214487	-120
214488	-92
214489	-84
214490	-85
214491	-113
214492	-97
214493	-88
214494	-101
214495	-78
214496	-97
214497	-96
214498	-108
214499	-101
214500	-98
214501	-80
214502	-96
214503	-88
214504	-100
214505	-96
214506	-96
214507	-84
214508	-96
214509	-92
214510	-96
214511	-96
214512	-84
214513	-92
214514	-88
214515	-97
214516	-76
214517	-109
214518	-165
214519	-108
214520	-96
214521	-84
214522	-82
214523	-104
214524	-113
214525	-96
214526	-94
214527	-80
214528	-88
214529	-92
214530	-108
214531	-88
214532	-93
214533	-96
214534	-88
214535	-92
214536	-89
214537	-92
214538	-76
214539	-84
214540	-84
214541	-84
214542	-100
214543	-88
214544	-97
214545	-93
214546	-102
214547	-108
214548	-95
214549	-100
214550	-85
214551	-129
214552	-92
214553	-141
214554	-128
214555	-123
214556	-168
214557	-107
214558	-81
214559	-87
214560	-105
214561	-82
214562	-122
214563	-167
214564	-95
214565	-80
214566	-100
214567	-97
214568	-92
214569	-92
214570	-100
214571	-88
214572	-108
214573	-96
214574	-84
214575	-96
214576	-114
214577	-81
214578	-185
214579	-153
214580	-126
214581	-138
214582	-134
214583	-98
214584	-92
214585	-96
214586	-90
214587	-100
214588	-88
214589	-100
214590	-113
214591	-84
214592	-91
214593	-101
214594	-116
214595	-104
214596	-104
214597	-90
214598	-96
214599	-183
214600	-319
214601	-192
214602	-117
214603	-84
214604	-117
214605	-76
214606	-92
214607	-76
214608	-100
214609	-97
214610	-96
214611	-90
214612	-87
214613	-82
214614	-88
214615	-84
214616	-84
214617	-88
214618	-207
214619	-145
214620	-255
214621	-222
214622	-87
214623	-74
214624	-136
214625	-178
214626	-88
214627	-103
214628	-88
214629	-84
214630	-99
214631	-98
214632	-101
214633	-151
214634	-81
214635	-96
214636	-104
214637	-88
214638	-92
214639	-92
214640	-104
214641	-76
214642	-88
214643	-90
214644	-92
214645	-96
214646	-96
214647	-97
214648	-88
214649	-76
214650	-92
214651	-84
214652	-83
214653	-193
214654	-235
214655	-208
214656	-142
214657	-158
214658	-76
214659	-85
214660	-100
214661	-96
214662	-100
214663	-88
214664	-96
214665	-88
214666	-93
214667	-84
214668	-88
214669	-107
214670	-101
214671	-92
214672	-92
214673	-95
214674	-88
214675	-97
214676	-131
214677	-88
214678	-81
214679	-79
214680	-110
214681	-108
214682	-104
214683	-92
214684	-84
214685	-90
214686	-84
214687	-84
214688	-93
214689	-100
214690	-76
214691	-107
214692	-80
214693	-98
214694	-88
214695	-76
214696	-96
214697	-84
214698	-85
214699	-199
214700	-131
214701	-157
214702	-171
214703	-143
214704	-94
214705	-143
214706	-151
214707	-261
214708	-227
214709	-329
214710	-156
214711	-186
214712	-121
214713	-143
214714	-221
214715	-233
214716	-169
214717	-124
214718	-89
214719	-92
214720	-102
214721	-92
214722	-94
214723	-92
214724	-112
214725	-84
214726	-98
214727	-96
214728	-84
214729	-101
214730	-85
214731	-97
214732	-100
214733	-88
214734	-87
214735	-86
214736	-86
214737	-156
214738	-107
214739	-68
214740	-96
214741	-88
214742	-86
214743	-122
214744	-189
214745	-104
214746	-91
214747	-96
214748	-83
214749	-73
214750	-80
214751	-93
214752	-88
214753	-84
214754	-101
214755	-86
214756	-102
214757	-172
214758	-123
214759	-116
214760	-104
214761	-100
214762	-88
214763	-102
214764	-89
214765	-113
214766	-116
214767	-140
214768	-92
214769	-100
214770	-88
214771	-84
214772	-85
214773	-84
214774	-97
214775	-92
214776	-93
214777	-84
214778	-108
214779	-72
214780	-88
214781	-88
214782	-80
214783	-88
214784	-92
214785	-95
214786	-93
214787	-82
214788	-146
214789	-101
214790	-113
214791	-113
214792	-92
214793	-79
214794	-124
214795	-93
214796	-80
214797	-92
214798	-99
214799	-76
214800	-88
214801	-84
214802	-76
214803	-84
214804	-117
214805	-100
214806	-124
214807	-158
214808	-246
214809	-125
214810	-96
214811	-84
214812	-88
214813	-92
214814	-86
214815	-89
214816	-72
214817	-110
214818	-81
214819	-92
214820	-100
214821	-84
214822	-92
214823	-92
214824	-76
214825	-84
214826	-96
214827	-85
214828	-93
214829	-104
214830	-88
214831	-98
214832	-108
214833	-88
214834	-72
214835	-83
214836	-134
214837	-109
214838	-188
214839	-147
214840	-99
214841	-132
214842	-96
214843	-110
214844	-89
214845	-112
214846	-84
214847	-104
214848	-97
214849	-81
214850	-96
214851	-92
214852	-92
214853	-100
214854	-80
214855	-102
214856	-96
214857	-99
214858	-84
214859	-88
214860	-91
214861	-88
214862	-135
214863	-107
214864	-103
214865	-88
214866	-87
214867	-100
214868	-92
214869	-193
214870	-114
214871	-126
214872	-125
214873	-108
214874	-80
214875	-88
214876	-76
214877	-80
214878	-96
214879	-78
214880	-119
214881	-119
214882	-183
214883	-96
214884	-93
214885	-104
214886	-84
214887	-108
214888	-76
214889	-96
214890	-102
214891	-88
214892	-127
214893	-86
214894	-122
214895	-184
214896	-156
214897	-88
214898	-105
214899	-92
214900	-96
214901	-100
214902	-99
214903	-89
214904	-101
214905	-95
214906	-113
214907	-83
214908	-78
214909	-154
214910	-80
214911	-107
214912	-84
214913	-94
214914	-76
214915	-101
214916	-96
214917	-80
214918	-84
214919	-88
214920	-82
214921	-103
214922	-96
214923	-104
214924	-95
214925	-92
214926	-108
214927	-90
214928	-89
214929	-72
214930	-76
214931	-96
214932	-96
214933	-72
214934	-76
214935	-88
214936	-88
214937	-134
214938	-121
214939	-96
214940	-92
214941	-111
214942	-96
214943	-100
214944	-68
214945	-104
214946	-86
214947	-124
214948	-97
214949	-92
214950	-88
214951	-88
214952	-88
214953	-86
214954	-76
214955	-110
214956	-89
214957	-86
214958	-167
214959	-124
214960	-145
214961	-169
214962	-92
214963	-99
214964	-84
214965	-72
214966	-88
214967	-105
214968	-98
214969	-110
214970	-104
214971	-104
214972	-92
214973	-96
214974	-100
214975	-81
214976	-100
214977	-88
214978	-92
214979	-92
214980	-88
214981	-92
214982	-84
214983	-89
214984	-100
214985	-88
214986	-99
214987	-90
214988	-104
214989	-88
214990	-87
214991	-90
214992	-92
214993	-93
214994	-102
214995	-90
214996	-116
214997	-72
214998	-100
214999	-84
215000	-96
215001	-88
215002	-87
215003	-96
215004	-96
215005	-84
215006	-100
215007	-100
215008	-100
215009	-72
215010	-85
215011	-96
215012	-80
215013	-102
215014	-88
215015	-92
215016	-76
215017	-96
215018	-89
215019	-108
215020	-76
215021	-116
215022	-101
215023	-84
215024	-96
215025	-96
215026	-110
215027	-107
215028	-93
215029	-89
215030	-95
215031	-92
215032	-82
215033	-101
215034	-92
215035	-85
215036	-96
215037	-84
215038	-124
215039	-104
215040	-95
215041	-95
215042	-80
215043	-96
215044	-96
215045	-100
215046	-84
215047	-108
215048	-80
215049	-87
215050	-120
215051	-101
215052	-84
215053	-96
215054	-100
215055	-96
215056	-96
215057	-100
215058	-89
215059	-76
215060	-109
215061	-93
215062	-100
215063	-92
215064	-104
215065	-85
215066	-186
215067	-153
215068	-104
215069	-88
215070	-93
215071	-108
215072	-82
215073	-80
215074	-95
215075	-108
215076	-92
215077	-96
215078	-84
215079	-92
215080	-97
215081	-89
215082	-95
215083	-90
215084	-97
215085	-100
215086	-92
215087	-91
215088	-94
215089	-104
215090	-77
215091	-96
215092	-80
215093	-104
215094	-84
215095	-92
215096	-94
215097	-140
215098	-107
215099	-80
215100	-236
215101	-174
215102	-163
215103	-148
215104	-95
215105	-192
215106	-80
215107	-88
215108	-124
215109	-96
215110	-88
215111	-94
215112	-111
215113	-128
215114	-174
215115	-92
215116	-107
215117	-90
215118	-100
215119	-89
215120	-76
215121	-92
215122	-97
215123	-91
215124	-108
215125	-92
215126	-84
215127	-95
215128	-86
215129	-106
215130	-169
215131	-125
215132	-76
215133	-84
215134	-94
215135	-89
215136	-96
215137	-100
215138	-82
215139	-104
215140	-94
215141	-88
215142	-84
215143	-121
215144	-121
215145	-80
215146	-84
215147	-80
215148	-88
215149	-97
215150	-84
215151	-80
215152	-96
215153	-107
215154	-102
215155	-92
215156	-100
215157	-100
215158	-85
215159	-92
215160	-80
215161	-88
215162	-100
215163	-94
215164	-102
215165	-92
215166	-94
215167	-82
215168	-100
215169	-105
215170	-109
215171	-156
215172	-234
215173	-88
215174	-92
215175	-102
215176	-84
215177	-96
215178	-96
215179	-86
215180	-113
215181	-98
215182	-104
215183	-80
215184	-93
215185	-84
215186	-97
215187	-117
215188	-196
215189	-112
215190	-100
215191	-93
215192	-76
215193	-92
215194	-97
215195	-92
215196	-104
215197	-92
215198	-113
215199	-84
215200	-84
215201	-96
215202	-96
215203	-88
215204	-92
215205	-95
215206	-171
215207	-94
215208	-92
215209	-104
215210	-96
215211	-108
215212	-80
215213	-88
215214	-96
215215	-137
215216	-92
215217	-102
215218	-80
215219	-88
215220	-96
215221	-88
215222	-88
215223	-102
215224	-80
215225	-93
215226	-85
215227	-92
215228	-105
215229	-92
215230	-93
215231	-102
215232	-84
215233	-92
215234	-96
215235	-92
215236	-95
215237	-93
215238	-88
215239	-87
215240	-84
215241	-92
215242	-133
215243	-86
215244	-99
215245	-87
215246	-80
215247	-96
215248	-88
215249	-96
215250	-100
215251	-104
215252	-93
215253	-84
215254	-84
215255	-88
215256	-83
215257	-104
215258	-100
215259	-92
215260	-92
215261	-88
215262	-76
215263	-104
215264	-88
215265	-92
215266	-92
215267	-92
215268	-89
215269	-84
215270	-112
215271	-84
215272	-92
215273	-72
215274	-101
215275	-96
215276	-80
215277	-90
215278	-93
215279	-100
215280	-100
215281	-93
215282	-83
215283	-84
215284	-100
215285	-88
215286	-100
215287	-92
215288	-84
215289	-88
215290	-96
215291	-96
215292	-84
215293	-100
215294	-80
215295	-90
215296	-85
215297	-75
215298	-76
215299	-80
215300	-88
215301	-84
215302	-96
215303	-96
215304	-108
215305	-76
215306	-94
215307	-101
215308	-100
215309	-86
215310	-77
215311	-88
215312	-100
215313	-84
215314	-80
215315	-100
215316	-96
215317	-76
215318	-76
215319	-90
215320	-85
215321	-120
215322	-103
215323	-74
215324	-108
215325	-92
215326	-104
215327	-76
215328	-84
215329	-90
215330	-102
215331	-92
215332	-95
215333	-100
215334	-96
215335	-92
215336	-92
215337	-91
215338	-85
215339	-84
215340	-92
215341	-108
215342	-104
215343	-88
215344	-84
215345	-85
215346	-79
215347	-108
215348	-88
215349	-94
215350	-98
215351	-103
215352	-227
215353	-197
215354	-330
215355	-190
215356	-91
215357	-101
215358	-92
215359	-92
215360	-91
215361	-93
215362	-202
215363	-179
215364	-124
215365	-85
215366	-105
215367	-93
215368	-87
215369	-80
215370	-92
215371	-92
215372	-92
215373	-96
215374	-79
215375	-153
215376	-158
215377	-152
215378	-107
215379	-103
215380	-172
215381	-98
215382	-86
215383	-89
215384	-104
215385	-116
215386	-145
215387	-88
215388	-80
215389	-76
215390	-84
215391	-106
215392	-88
215393	-102
215394	-104
215395	-93
215396	-100
215397	-108
215398	-97
215399	-100
215400	-105
215401	-90
215402	-81
215403	-170
215404	-141
215405	-137
215406	-118
215407	-88
215408	-108
215409	-85
215410	-76
215411	-76
215412	-98
215413	-88
215414	-80
215415	-96
215416	-88
215417	-100
215418	-80
215419	-96
215420	-109
215421	-110
215422	-96
215423	-83
215424	-93
215425	-138
215426	-104
215427	-102
215428	-92
215429	-92
215430	-98
215431	-84
215432	-90
215433	-83
215434	-80
215435	-100
215436	-96
215437	-87
215438	-84
215439	-84
215440	-92
215441	-80
215442	-88
215443	-100
215444	-76
215445	-116
215446	-96
215447	-100
215448	-89
215449	-91
215450	-75
215451	-81
215452	-104
215453	-96
215454	-101
215455	-122
215456	-88
215457	-154
215458	-199
215459	-111
215460	-132
215461	-84
215462	-100
215463	-89
215464	-84
215465	-95
215466	-88
215467	-107
215468	-92
215469	-96
215470	-80
215471	-221
215472	-80
215473	-104
215474	-84
215475	-80
215476	-104
215477	-92
215478	-96
215479	-93
215480	-80
215481	-80
215482	-96
215483	-88
215484	-100
215485	-102
215486	-80
215487	-88
215488	-86
215489	-76
215490	-108
215491	-96
215492	-148
215493	-108
215494	-88
215495	-90
215496	-136
215497	-163
215498	-104
215499	-105
215500	-132
215501	-92
215502	-100
215503	-94
215504	-103
215505	-121
215506	-95
215507	-91
215508	-172
215509	-249
215510	-150
215511	-93
215512	-80
215513	-96
215514	-88
215515	-92
215516	-108
215517	-85
215518	-109
215519	-100
215520	-88
215521	-94
215522	-88
215523	-91
215524	-144
215525	-97
215526	-97
215527	-72
215528	-80
215529	-77
215530	-126
215531	-108
215532	-133
215533	-100
215534	-92
215535	-92
215536	-76
215537	-92
215538	-84
215539	-100
215540	-83
215541	-94
215542	-89
215543	-95
215544	-102
215545	-96
215546	-88
215547	-96
215548	-84
215549	-80
215550	-101
215551	-93
215552	-88
215553	-109
215554	-84
215555	-96
215556	-89
215557	-104
215558	-128
215559	-83
215560	-125
215561	-101
215562	-95
215563	-96
215564	-88
215565	-88
215566	-76
215567	-76
215568	-84
215569	-104
215570	-100
215571	-84
215572	-83
215573	-123
215574	-195
215575	-75
215576	-101
215577	-104
215578	-130
215579	-125
215580	-111
215581	-108
215582	-84
215583	-84
215584	-100
215585	-84
215586	-92
215587	-92
215588	-92
215589	-80
215590	-92
215591	-79
215592	-88
215593	-98
215594	-88
215595	-96
215596	-100
215597	-92
215598	-88
215599	-112
215600	-92
215601	-109
215602	-91
215603	-125
215604	-88
215605	-104
215606	-97
215607	-96
215608	-96
215609	-100
215610	-105
215611	-93
215612	-91
215613	-88
215614	-93
215615	-74
215616	-108
215617	-84
215618	-87
215619	-80
215620	-110
215621	-92
215622	-72
215623	-97
215624	-106
215625	-108
215626	-77
215627	-85
215628	-112
215629	-88
215630	-100
215631	-96
215632	-93
215633	-76
215634	-88
215635	-88
215636	-94
215637	-101
215638	-181
215639	-147
215640	-116
215641	-96
215642	-96
215643	-88
215644	-88
215645	-80
215646	-88
215647	-100
215648	-91
215649	-96
215650	-107
215651	-90
215652	-92
215653	-76
215654	-125
215655	-132
215656	-88
215657	-110
215658	-85
215659	-92
215660	-80
215661	-88
215662	-91
215663	-118
215664	-92
215665	-92
215666	-112
215667	-83
215668	-104
215669	-96
215670	-91
215671	-104
215672	-76
215673	-88
215674	-88
215675	-84
215676	-101
215677	-80
215678	-92
215679	-92
215680	-95
215681	-76
215682	-105
215683	-93
215684	-88
215685	-80
215686	-96
215687	-96
215688	-97
215689	-88
215690	-92
215691	-98
215692	-84
215693	-78
215694	-120
215695	-96
215696	-92
215697	-102
215698	-92
215699	-100
215700	-105
215701	-78
215702	-104
215703	-90
215704	-89
215705	-95
215706	-82
215707	-95
215708	-92
215709	-91
215710	-85
215711	-93
215712	-108
215713	-78
215714	-80
215715	-96
215716	-92
215717	-88
215718	-80
215719	-88
215720	-96
215721	-72
215722	-88
215723	-90
215724	-166
215725	-104
215726	-91
215727	-123
215728	-165
215729	-186
215730	-108
215731	-84
215732	-109
215733	-87
215734	-84
215735	-107
215736	-80
215737	-174
215738	-100
215739	-87
215740	-108
215741	-92
215742	-92
215743	-104
215744	-87
215745	-190
215746	-188
215747	-108
215748	-94
215749	-93
215750	-76
215751	-90
215752	-114
215753	-100
215754	-95
215755	-109
215756	-88
215757	-112
215758	-84
215759	-116
215760	-112
215761	-90
215762	-97
215763	-104
215764	-120
215765	-102
215766	-104
215767	-100
215768	-92
215769	-105
215770	-94
215771	-98
215772	-97
215773	-76
215774	-98
215775	-91
215776	-99
215777	-84
215778	-88
215779	-132
215780	-107
215781	-106
215782	-156
215783	-158
215784	-103
215785	-120
215786	-96
215787	-80
215788	-95
215789	-91
215790	-101
215791	-132
215792	-122
215793	-159
215794	-92
215795	-79
215796	-172
215797	-100
215798	-96
215799	-89
215800	-88
215801	-100
215802	-88
215803	-92
215804	-76
215805	-92
215806	-76
215807	-98
215808	-101
215809	-114
215810	-195
215811	-261
215812	-332
215813	-203
215814	-227
215815	-300
215816	-215
215817	-76
215818	-95
215819	-100
215820	-96
215821	-98
215822	-92
215823	-87
215824	-146
215825	-121
215826	-113
215827	-113
215828	-97
215829	-104
215830	-106
215831	-90
215832	-96
215833	-96
215834	-101
215835	-110
215836	-107
215837	-136
215838	-136
215839	-88
215840	-140
215841	-131
215842	-96
215843	-92
215844	-90
215845	-87
215846	-103
215847	-145
215848	-80
215849	-141
215850	-101
215851	-88
215852	-88
215853	-88
215854	-119
215855	-94
215856	-92
215857	-80
215858	-92
215859	-105
215860	-98
215861	-99
215862	-138
215863	-92
215864	-84
215865	-92
215866	-100
215867	-84
215868	-106
215869	-88
215870	-104
215871	-96
215872	-85
215873	-84
215874	-92
215875	-96
215876	-116
215877	-88
215878	-120
215879	-84
215880	-84
215881	-84
215882	-81
215883	-156
215884	-132
215885	-88
215886	-96
215887	-81
215888	-94
215889	-83
215890	-96
215891	-104
215892	-80
215893	-90
215894	-97
215895	-92
215896	-80
215897	-80
215898	-97
215899	-104
215900	-84
215901	-88
215902	-92
215903	-98
215904	-99
215905	-100
215906	-80
215907	-153
215908	-189
215909	-130
215910	-90
215911	-100
215912	-88
215913	-101
215914	-108
215915	-89
215916	-86
215917	-99
215918	-102
215919	-92
215920	-98
215921	-106
215922	-113
215923	-105
215924	-76
215925	-88
215926	-90
215927	-108
215928	-207
215929	-92
215930	-98
215931	-97
215932	-94
215933	-88
215934	-84
215935	-101
215936	-84
215937	-84
215938	-92
215939	-80
215940	-76
215941	-104
215942	-96
215943	-95
215944	-132
215945	-88
215946	-111
215947	-88
215948	-80
215949	-97
215950	-96
215951	-84
215952	-113
215953	-117
215954	-96
215955	-80
215956	-92
215957	-100
215958	-104
215959	-99
215960	-92
215961	-105
215962	-96
215963	-92
215964	-92
215965	-113
215966	-100
215967	-92
215968	-94
215969	-95
215970	-84
215971	-100
215972	-79
215973	-169
215974	-185
215975	-165
215976	-92
215977	-86
215978	-96
215979	-80
215980	-86
215981	-68
215982	-72
215983	-91
215984	-85
215985	-90
215986	-95
215987	-92
215988	-103
215989	-80
215990	-87
215991	-93
215992	-88
215993	-102
215994	-90
215995	-105
215996	-144
215997	-92
215998	-104
215999	-96
216000	-88
216001	-64
216002	-64
216003	-64
216004	-64
216005	-64
216006	-64
216007	-64
216008	-64
216009	-104
216010	-100
216011	-108
216012	-100
216013	-96
216014	-98
216015	-84
216016	-96
216017	-84
216018	-92
216019	-80
216020	-105
216021	-90
216022	-76
216023	-88
216024	-89
216025	-92
216026	-86
216027	-80
216028	-101
216029	-104
216030	-92
216031	-92
216032	-84
216033	-80
216034	-92
216035	-96
216036	-88
216037	-92
216038	-80
216039	-88
216040	-92
216041	-92
216042	-87
216043	-81
216044	-123
216045	-221
216046	-103
216047	-96
216048	-100
216049	-102
216050	-96
216051	-88
216052	-97
216053	-80
216054	-96
216055	-96
216056	-86
216057	-77
216058	-92
216059	-94
216060	-93
216061	-86
216062	-89
216063	-128
216064	-104
216065	-100
216066	-109
216067	-76
216068	-102
216069	-76
216070	-88
216071	-92
216072	-100
216073	-96
216074	-84
216075	-91
216076	-92
216077	-80
216078	-92
216079	-100
216080	-80
216081	-88
216082	-76
216083	-167
216084	-151
216085	-84
216086	-88
216087	-104
216088	-77
216089	-100
216090	-86
216091	-91
216092	-80
216093	-84
216094	-80
216095	-93
216096	-75
216097	-85
216098	-101
216099	-72
216100	-84
216101	-73
216102	-101
216103	-94
216104	-89
216105	-218
216106	-102
216107	-104
216108	-139
216109	-136
216110	-87
216111	-108
216112	-88
216113	-100
216114	-92
216115	-85
216116	-76
216117	-84
216118	-101
216119	-92
216120	-106
216121	-129
216122	-96
216123	-102
216124	-100
216125	-88
216126	-77
216127	-96
216128	-104
216129	-84
216130	-85
216131	-76
216132	-103
216133	-88
216134	-92
216135	-85
216136	-120
216137	-150
216138	-83
216139	-88
216140	-96
216141	-93
216142	-92
216143	-97
216144	-99
216145	-92
216146	-101
216147	-137
216148	-88
216149	-78
216150	-140
216151	-84
216152	-72
216153	-88
216154	-104
216155	-84
216156	-76
216157	-104
216158	-84
216159	-84
216160	-101
216161	-115
216162	-88
216163	-100
216164	-88
216165	-87
216166	-92
216167	-100
216168	-100
216169	-106
216170	-84
216171	-90
216172	-84
216173	-88
216174	-100
216175	-84
216176	-102
216177	-76
216178	-85
216179	-100
216180	-97
216181	-84
216182	-104
216183	-100
216184	-94
216185	-100
216186	-104
216187	-89
216188	-104
216189	-92
216190	-84
216191	-97
216192	-88
216193	-96
216194	-86
216195	-79
216196	-91
216197	-92
216198	-104
216199	-88
216200	-96
216201	-84
216202	-93
216203	-92
216204	-91
216205	-80
216206	-79
216207	-121
216208	-77
216209	-83
216210	-184
216211	-109
216212	-99
216213	-96
216214	-97
216215	-108
216216	-84
216217	-100
216218	-88
216219	-68
216220	-96
216221	-88
216222	-100
216223	-88
216224	-109
216225	-100
216226	-92
216227	-72
216228	-96
216229	-90
216230	-90
216231	-91
216232	-76
216233	-94
216234	-96
216235	-92
216236	-84
216237	-92
216238	-92
216239	-90
216240	-88
216241	-99
216242	-105
216243	-118
216244	-125
216245	-84
216246	-104
216247	-93
216248	-72
216249	-151
216250	-92
216251	-84
216252	-96
216253	-85
216254	-84
216255	-88
216256	-102
216257	-80
216258	-96
216259	-92
216260	-108
216261	-98
216262	-88
216263	-130
216264	-98
216265	-165
216266	-102
216267	-76
216268	-88
216269	-76
216270	-76
216271	-186
216272	-180
216273	-92
216274	-76
216275	-88
216276	-96
216277	-86
216278	-113
216279	-88
216280	-88
216281	-104
216282	-92
216283	-84
216284	-100
216285	-80
216286	-93
216287	-88
216288	-84
216289	-84
216290	-88
216291	-98
216292	-88
216293	-92
216294	-92
216295	-88
216296	-96
216297	-84
216298	-80
216299	-108
216300	-100
216301	-80
216302	-95
216303	-80
216304	-80
216305	-99
216306	-84
216307	-96
216308	-98
216309	-88
216310	-104
216311	-96
216312	-97
216313	-125
216314	-112
216315	-75
216316	-139
216317	-150
216318	-97
216319	-102
216320	-94
216321	-92
216322	-83
216323	-100
216324	-90
216325	-88
216326	-85
216327	-96
216328	-85
216329	-94
216330	-104
216331	-99
216332	-116
216333	-100
216334	-104
216335	-113
216336	-93
216337	-89
216338	-95
216339	-104
216340	-85
216341	-101
216342	-95
216343	-92
216344	-88
216345	-76
216346	-104
216347	-93
216348	-100
216349	-94
216350	-96
216351	-96
216352	-108
216353	-100
216354	-94
216355	-88
216356	-75
216357	-146
216358	-110
216359	-70
216360	-140
216361	-82
216362	-101
216363	-96
216364	-103
216365	-101
216366	-88
216367	-104
216368	-100
216369	-98
216370	-100
216371	-88
216372	-80
216373	-88
216374	-80
216375	-87
216376	-72
216377	-96
216378	-108
216379	-92
216380	-91
216381	-88
216382	-93
216383	-104
216384	-100
216385	-92
216386	-154
216387	-93
216388	-145
216389	-127
216390	-199
216391	-141
216392	-102
216393	-80
216394	-104
216395	-94
216396	-76
216397	-89
216398	-100
216399	-108
216400	-93
216401	-96
216402	-100
216403	-81
216404	-92
216405	-92
216406	-108
216407	-80
216408	-83
216409	-100
216410	-84
216411	-93
216412	-90
216413	-127
216414	-104
216415	-92
216416	-84
216417	-105
216418	-90
216419	-92
216420	-95
216421	-81
216422	-148
216423	-84
216424	-88
